,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate,type
2572,NVDA250919C02270000,2024-06-07 19:59:29+00:00,2270.0,66.75,64.45,66.55,66.75,,2.0,0.0,3.0956443507385254,False,REGULAR,USD,2025-09-19,call
2573,NVDA250919C02280000,2024-06-06 18:47:08+00:00,2280.0,65.79,63.65,65.85,0.0,0.0,20.0,26.0,3.081301124877929,False,REGULAR,USD,2025-09-19,call
2574,NVDA250919C02300000,2024-06-06 15:14:23+00:00,2300.0,64.47,61.7,64.1,64.47,,,3.0,3.045229437713623,False,REGULAR,USD,2025-09-19,call
2575,NVDA250919C02350000,2024-06-06 13:53:56+00:00,2350.0,64.25,58.3,60.3,64.25,,,1.0,2.9777857586669914,False,REGULAR,USD,2025-09-19,call
2576,NVDA250919C02400000,2024-06-07 18:27:17+00:00,2400.0,55.5,54.65,56.9,55.5,,3.0,2.0,2.9125393397521977,False,REGULAR,USD,2025-09-19,call
2577,NVDA250919C02500000,2024-06-07 19:58:36+00:00,2500.0,49.87,48.25,50.5,49.87,,2.0,,2.796206622772217,False,REGULAR,USD,2025-09-19,call
2578,NVDA251219C00000500,2024-12-24 15:37:57+00:00,0.5,140.23,138.75,139.8,0.0,0.0,2.0,6033.0,3.0000025,True,REGULAR,USD,2025-12-19,call
2579,NVDA251219C00001000,2024-12-23 14:55:06+00:00,1.0,135.47,137.45,141.55,0.0,0.0,8.0,25.0,3.00781498046875,True,REGULAR,USD,2025-12-19,call
2580,NVDA251219C00001500,2024-12-17 17:33:56+00:00,1.5,130.09,137.8,139.95,0.0,0.0,7.0,346.0,2.3476603808593746,True,REGULAR,USD,2025-12-19,call
2581,NVDA251219C00002000,2024-12-03 20:25:03+00:00,2.0,137.88,136.5,139.85,0.0,0.0,2.0,5.0,4.4257857177734365,True,REGULAR,USD,2025-12-19,call
2582,NVDA251219C00002500,2024-12-02 18:26:29+00:00,2.5,136.84,136.05,140.1,0.0,0.0,2.0,8.0,2.2832074169921874,True,REGULAR,USD,2025-12-19,call
2583,NVDA251219C00003000,2024-09-23 13:38:00+00:00,3.0,113.6,135.75,141.15,0.0,0.0,2.0,6.0,2.9306667358398437,True,REGULAR,USD,2025-12-19,call
2584,NVDA251219C00003500,2024-10-31 19:16:52+00:00,3.5,130.45,132.65,138.25,0.0,0.0,1.0,0.0,2.944338576660156,True,REGULAR,USD,2025-12-19,call
2585,NVDA251219C00004000,2024-09-24 15:35:34+00:00,4.0,114.1,134.15,139.6,0.0,0.0,1.0,7.0,2.178715490722656,True,REGULAR,USD,2025-12-19,call
2586,NVDA251219C00005000,2024-12-16 20:46:15+00:00,5.0,128.2,134.2,137.45,0.0,0.0,2.0,216.0,1.96484392578125,True,REGULAR,USD,2025-12-19,call
2587,NVDA251219C00005500,2024-09-19 14:09:21+00:00,5.5,113.99,130.55,135.75,0.0,0.0,,1.0,2.1308640478515626,True,REGULAR,USD,2025-12-19,call
2588,NVDA251219C00006000,2024-10-07 18:53:40+00:00,6.0,123.0,137.65,143.6,0.0,0.0,1.0,19.0,0.0,True,REGULAR,USD,2025-12-19,call
2589,NVDA251219C00006500,2024-11-26 16:00:19+00:00,6.5,130.98,132.25,136.35,0.0,0.0,5.0,80.0,1.7568371533203124,True,REGULAR,USD,2025-12-19,call
2590,NVDA251219C00007000,2024-12-13 18:15:46+00:00,7.0,127.52,131.8,135.85,0.0,0.0,3.0,16.0,1.71875140625,True,REGULAR,USD,2025-12-19,call
2591,NVDA251219C00007500,2024-12-16 19:46:55+00:00,7.5,125.85,131.3,135.4,0.0,0.0,2.0,76.0,1.6845718896484376,True,REGULAR,USD,2025-12-19,call
2592,NVDA251219C00008000,2024-12-16 18:26:25+00:00,8.0,124.6,130.85,134.9,0.0,0.0,1.0,26.0,1.65234548828125,True,REGULAR,USD,2025-12-19,call
2593,NVDA251219C00008500,2024-10-25 14:52:03+00:00,8.5,135.7,125.1,130.05,0.0,0.0,5.0,82.0,1.0000000000000003e-05,True,REGULAR,USD,2025-12-19,call
2594,NVDA251219C00009000,2024-10-04 18:58:03+00:00,9.0,116.25,124.95,131.05,0.0,0.0,2.0,21.0,1.0000000000000003e-05,True,REGULAR,USD,2025-12-19,call
2595,NVDA251219C00009500,2024-11-26 17:14:27+00:00,9.5,128.0,129.4,133.5,0.0,0.0,3.0,13.0,1.5693380908203123,True,REGULAR,USD,2025-12-19,call
2596,NVDA251219C00010000,2024-11-25 20:43:00+00:00,10.0,127.87,129.0,132.95,0.0,0.0,3.0,36.0,1.544435871582031,True,REGULAR,USD,2025-12-19,call
2597,NVDA251219C00010500,2024-06-17 04:04:02+00:00,10.5,40.27,,,0.0,0.0,,,0.0,True,REGULAR,USD,2025-12-19,call
2598,NVDA251219C00011000,2024-10-08 16:24:27+00:00,11.0,122.1,135.25,140.65,0.0,0.0,2.0,18.0,3.686524221191407,True,REGULAR,USD,2025-12-19,call
2599,NVDA251219C00011500,2024-11-08 15:26:00+00:00,11.5,137.27,123.7,128.4,0.0,0.0,1.0,2.0,1.0000000000000003e-05,True,REGULAR,USD,2025-12-19,call
2600,NVDA251219C00012000,2024-11-05 20:21:15+00:00,12.0,128.7,130.4,132.8,0.0,0.0,1.0,722.0,2.084477445068359,True,REGULAR,USD,2025-12-19,call
2601,NVDA251219C00012500,2024-11-27 19:20:14+00:00,12.5,123.1,127.4,130.0,0.0,0.0,1.0,291.0,1.4716823291015624,True,REGULAR,USD,2025-12-19,call
2602,NVDA251219C00013000,2024-09-30 15:21:18+00:00,13.0,108.52,125.3,130.4,0.0,0.0,1.0,0.0,1.3271518017578123,True,REGULAR,USD,2025-12-19,call
2603,NVDA251219C00013500,2024-12-13 14:51:00+00:00,13.5,125.58,126.45,129.05,0.0,0.0,10.0,864.0,1.43359658203125,True,REGULAR,USD,2025-12-19,call
2604,NVDA251219C00014000,2024-12-16 19:03:41+00:00,14.0,118.8,126.0,128.6,0.0,0.0,1.0,311.0,1.4228544482421874,True,REGULAR,USD,2025-12-19,call
2605,NVDA251219C00014500,2024-12-02 16:12:13+00:00,14.5,126.4,125.55,128.05,0.0,0.0,50.0,260.0,1.3989287866210938,True,REGULAR,USD,2025-12-19,call
2606,NVDA251219C00015000,2024-12-13 18:48:55+00:00,15.0,120.42,125.1,127.6,0.0,0.0,10.0,632.0,1.3886749316406248,True,REGULAR,USD,2025-12-19,call
2607,NVDA251219C00015500,2024-09-06 16:05:21+00:00,15.5,87.0,108.45,112.75,0.0,0.0,2.0,690.0,1.0000000000000003e-05,True,REGULAR,USD,2025-12-19,call
2608,NVDA251219C00016000,2024-11-18 15:30:10+00:00,16.0,125.5,118.4,127.05,0.0,0.0,200.0,1571.0,1.6889663989257815,True,REGULAR,USD,2025-12-19,call
2609,NVDA251219C00016500,2024-05-31 17:41:47+00:00,16.5,93.71,105.75,110.55,0.0,0.0,,230.0,1.0000000000000003e-05,True,REGULAR,USD,2025-12-19,call
2610,NVDA251219C00017000,2024-12-18 16:09:41+00:00,17.0,120.9,122.8,126.15,0.0,0.0,5.0,205.0,1.333499426269531,True,REGULAR,USD,2025-12-19,call
2611,NVDA251219C00017500,2024-11-25 20:37:23+00:00,17.5,121.41,122.7,125.3,0.0,0.0,1.0,475.0,1.3193393408203122,True,REGULAR,USD,2025-12-19,call
2612,NVDA251219C00018000,2024-12-04 19:02:20+00:00,18.0,128.0,122.25,124.8,0.0,0.0,1.0,301.0,1.3056675341796873,True,REGULAR,USD,2025-12-19,call
2613,NVDA251219C00018500,2024-10-31 14:08:18+00:00,18.5,117.18,120.3,123.15,0.0,0.0,10.0,848.0,0.7656273437500001,True,REGULAR,USD,2025-12-19,call
2614,NVDA251219C00019000,2024-12-20 16:46:03+00:00,19.0,117.15,121.3,123.9,0.0,0.0,5.0,1136.0,1.284671545410156,True,REGULAR,USD,2025-12-19,call
2615,NVDA251219C00019500,2024-12-23 16:12:06+00:00,19.5,120.8,120.8,123.4,0.0,0.0,10.0,1159.0,1.2668493688964841,True,REGULAR,USD,2025-12-19,call
2616,NVDA251219C00020000,2024-12-18 18:03:35+00:00,20.0,117.75,120.45,122.5,0.0,0.0,10.0,4673.0,1.2241249731445314,True,REGULAR,USD,2025-12-19,call
2617,NVDA251219C00020500,2024-11-13 18:14:33+00:00,20.5,128.27,113.65,116.85,0.0,0.0,10.0,745.0,1.0000000000000003e-05,True,REGULAR,USD,2025-12-19,call
2618,NVDA251219C00021000,2024-12-09 16:51:36+00:00,21.0,120.3,119.4,122.0,0.0,0.0,10.0,807.0,1.2355995251464842,True,REGULAR,USD,2025-12-19,call
2619,NVDA251219C00021500,2024-11-20 18:53:57+00:00,21.5,124.75,113.25,121.9,0.0,0.0,5.0,1378.0,1.482180323486328,True,REGULAR,USD,2025-12-19,call
2620,NVDA251219C00022000,2024-11-21 16:13:04+00:00,22.0,123.54,112.85,121.45,0.0,0.0,5.0,1897.0,1.4689967956542969,True,REGULAR,USD,2025-12-19,call
2621,NVDA251219C00022500,2024-12-20 17:32:34+00:00,22.5,114.0,118.0,120.6,0.0,0.0,3.0,440.0,1.206302796630859,True,REGULAR,USD,2025-12-19,call
2622,NVDA251219C00023000,2024-11-14 18:07:07+00:00,23.0,126.38,111.3,114.55,0.0,0.0,10.0,1641.0,1.0000000000000003e-05,True,REGULAR,USD,2025-12-19,call
2623,NVDA251219C00023500,2024-12-26 16:19:55+00:00,23.5,118.56,117.1,119.65,1.8600006,1.593831,15.0,879.0,1.1889688989257814,True,REGULAR,USD,2025-12-19,call
2624,NVDA251219C00024000,2024-12-24 15:59:22+00:00,24.0,119.0,116.65,119.2,0.0,0.0,10.0,2583.0,1.1826212744140623,True,REGULAR,USD,2025-12-19,call
2625,NVDA251219C00024500,2024-12-16 19:42:35+00:00,24.5,110.1,116.45,118.5,0.0,0.0,3.0,1195.0,1.1762736499023436,True,REGULAR,USD,2025-12-19,call
2626,NVDA251219C00025000,2024-12-16 17:29:45+00:00,25.0,108.1,115.8,118.2,0.0,0.0,5.0,5618.0,1.1662639343261718,True,REGULAR,USD,2025-12-19,call
2627,NVDA251219C00025500,2024-10-22 13:33:48+00:00,25.5,119.15,111.0,127.0,0.0,0.0,5.0,1392.0,1.464358146972656,True,REGULAR,USD,2025-12-19,call
2628,NVDA251219C00026000,2024-11-13 17:01:22+00:00,26.0,122.74,106.35,111.8,0.0,0.0,5.0,1649.0,1.0000000000000003e-05,True,REGULAR,USD,2025-12-19,call
2629,NVDA251219C00026500,2024-12-23 18:03:35+00:00,26.5,114.43,115.1,116.5,0.0,0.0,1.0,1597.0,1.1687053283691409,True,REGULAR,USD,2025-12-19,call
2630,NVDA251219C00027000,2024-11-22 16:46:55+00:00,27.0,117.0,113.3,115.8,0.0,0.0,1.0,0.0,1.0434618139648442,True,REGULAR,USD,2025-12-19,call
2631,NVDA251219C00027500,2024-12-20 20:33:17+00:00,27.5,108.0,113.0,115.45,0.0,0.0,1.0,2889.0,1.0598191540527346,True,REGULAR,USD,2025-12-19,call
2632,NVDA251219C00028000,2024-12-16 18:20:44+00:00,28.0,105.8,113.15,115.3,0.0,0.0,1.0,4967.0,1.1196333081054686,True,REGULAR,USD,2025-12-19,call
2633,NVDA251219C00028500,2024-10-22 13:46:26+00:00,28.5,117.64,109.0,121.3,0.0,0.0,30.0,1590.0,1.2761266662597652,True,REGULAR,USD,2025-12-19,call
2634,NVDA251219C00029000,2024-10-22 13:46:26+00:00,29.0,117.16,107.0,123.0,0.0,0.0,30.0,1820.0,1.298587491455078,True,REGULAR,USD,2025-12-19,call
2635,NVDA251219C00029500,2024-11-20 17:32:04+00:00,29.5,119.1,105.75,111.95,0.0,0.0,1.0,1425.0,0.9714358325195311,True,REGULAR,USD,2025-12-19,call
2636,NVDA251219C00030000,2024-12-18 17:41:22+00:00,30.0,108.0,111.4,113.3,0.0,0.0,1.0,10187.0,1.0876510461425783,True,REGULAR,USD,2025-12-19,call
2637,NVDA251219C00030500,2024-11-21 14:32:01+00:00,30.5,125.0,104.9,111.15,0.0,0.0,2.0,2114.0,0.9816896362304688,True,REGULAR,USD,2025-12-19,call
2638,NVDA251219C00031000,2024-11-27 18:05:41+00:00,31.0,104.21,110.6,111.9,0.0,0.0,2.0,4544.0,1.0522508325195314,True,REGULAR,USD,2025-12-19,call
2639,NVDA251219C00031500,2024-11-13 16:51:25+00:00,31.5,119.5,103.8,106.35,0.0,0.0,10.0,552.0,1.0000000000000003e-05,True,REGULAR,USD,2025-12-19,call
2640,NVDA251219C00032000,2024-10-31 14:03:36+00:00,32.0,102.98,107.15,109.8,0.0,0.0,10.0,0.0,0.709963837890625,True,REGULAR,USD,2025-12-19,call
2641,NVDA251219C00032500,2024-12-05 15:11:50+00:00,32.5,113.2,109.15,111.3,0.0,0.0,2.0,1767.0,1.0747116577148441,True,REGULAR,USD,2025-12-19,call
2642,NVDA251219C00033000,2024-12-20 19:04:43+00:00,33.0,103.95,108.8,110.1,0.0,0.0,200.0,1070.0,1.0329638195800785,True,REGULAR,USD,2025-12-19,call
2643,NVDA251219C00033500,2024-12-10 20:41:41+00:00,33.5,105.2,108.15,110.0,0.0,0.0,3.0,1087.0,1.0363817712402348,True,REGULAR,USD,2025-12-19,call
2644,NVDA251219C00034000,2024-11-12 18:34:35+00:00,34.0,116.58,105.8,107.7,0.0,0.0,4.0,1414.0,0.7583031982421876,True,REGULAR,USD,2025-12-19,call
2645,NVDA251219C00034500,2024-11-12 17:14:25+00:00,34.5,116.77,105.35,107.45,0.0,0.0,2.0,544.0,0.7827170166015626,True,REGULAR,USD,2025-12-19,call
2646,NVDA251219C00035000,2024-12-19 20:53:21+00:00,35.0,97.73,106.1,108.4,0.0,0.0,70.0,2705.0,0.9694827270507812,True,REGULAR,USD,2025-12-19,call
2647,NVDA251219C00035500,2024-12-10 18:57:58+00:00,35.5,103.2,105.5,108.45,0.0,0.0,1.0,2611.0,0.9848634326171876,True,REGULAR,USD,2025-12-19,call
2648,NVDA251219C00036000,2024-11-12 19:12:14+00:00,36.0,114.74,103.6,105.4,0.0,0.0,20.0,1836.0,0.6630893066406252,True,REGULAR,USD,2025-12-19,call
2649,NVDA251219C00036500,2024-11-25 14:41:02+00:00,36.5,106.34,105.3,107.0,0.0,0.0,29.0,2996.0,0.9841310180664062,True,REGULAR,USD,2025-12-19,call
2650,NVDA251219C00037000,2024-12-18 17:07:14+00:00,37.0,100.0,104.15,106.4,0.0,0.0,1.0,3330.0,0.9350592431640624,True,REGULAR,USD,2025-12-19,call
2651,NVDA251219C00037500,2024-11-18 14:30:36+00:00,37.5,107.14,98.45,105.0,0.0,0.0,10.0,2475.0,0.9498296032714844,True,REGULAR,USD,2025-12-19,call
2652,NVDA251219C00038000,2024-12-18 15:37:20+00:00,38.0,101.0,103.75,105.7,0.0,0.0,1.0,2731.0,0.9633792724609375,True,REGULAR,USD,2025-12-19,call
2653,NVDA251219C00038500,2024-12-26 15:56:36+00:00,38.5,104.0,102.95,105.15,6.4400024,6.6010685,10.0,0.0,0.9367682104492188,True,REGULAR,USD,2025-12-19,call
2654,NVDA251219C00039000,2024-12-10 15:58:23+00:00,39.0,102.5,103.25,104.9,0.0,0.0,30.0,8423.0,0.9781496325683594,True,REGULAR,USD,2025-12-19,call
2655,NVDA251219C00039500,2024-11-06 18:43:59+00:00,39.5,110.08,104.65,107.1,0.0,0.0,195.0,5839.0,1.1547893823242186,True,REGULAR,USD,2025-12-19,call
2656,NVDA251219C00040000,2024-12-19 16:02:21+00:00,40.0,94.72,102.8,103.15,0.0,0.0,22.0,6866.0,0.9508061560058592,True,REGULAR,USD,2025-12-19,call
2657,NVDA251219C00041000,2024-12-23 19:30:03+00:00,41.0,101.6,101.85,102.2,0.0,0.0,1.0,5518.0,0.9377447631835938,True,REGULAR,USD,2025-12-19,call
2658,NVDA251219C00041500,2024-12-18 14:44:38+00:00,41.5,97.65,101.2,102.0,0.0,0.0,4.0,1194.0,0.9355475195312499,True,REGULAR,USD,2025-12-19,call
2659,NVDA251219C00042000,2024-12-20 19:19:23+00:00,42.0,95.95,100.9,101.4,0.0,0.0,2.0,5362.0,0.9313971704101562,True,REGULAR,USD,2025-12-19,call
2660,NVDA251219C00042500,2024-12-16 17:47:34+00:00,42.5,91.72,100.4,101.1,0.0,0.0,40.0,2789.0,0.9312751013183593,True,REGULAR,USD,2025-12-19,call
2661,NVDA251219C00043000,2024-12-24 17:35:30+00:00,43.0,100.76,100.0,100.75,0.0,0.0,2.0,9160.0,0.9331061376953125,True,REGULAR,USD,2025-12-19,call
2662,NVDA251219C00043500,2024-12-09 16:05:30+00:00,43.5,97.0,99.5,99.95,0.0,0.0,30.0,5622.0,0.9123543920898438,True,REGULAR,USD,2025-12-19,call
2663,NVDA251219C00044000,2024-12-13 19:13:33+00:00,44.0,93.5,98.85,99.65,0.0,0.0,36.0,5280.0,0.9062509375,True,REGULAR,USD,2025-12-19,call
2664,NVDA251219C00044500,2024-12-23 19:21:40+00:00,44.5,98.53,98.5,99.3,0.0,0.0,10.0,2972.0,0.9101571484375,True,REGULAR,USD,2025-12-19,call
2665,NVDA251219C00045000,2024-12-20 19:50:13+00:00,45.0,93.4,98.15,98.55,0.0,0.0,10.0,8279.0,0.8979502392578124,True,REGULAR,USD,2025-12-19,call
2666,NVDA251219C00045500,2024-12-17 15:19:37+00:00,45.5,85.14,97.7,98.3,0.0,0.0,9.0,4149.0,0.9016123120117188,True,REGULAR,USD,2025-12-19,call
2667,NVDA251219C00046000,2024-12-24 15:36:47+00:00,46.0,98.08,97.2,97.85,0.0,0.0,1.0,3893.0,0.8955088574218748,True,REGULAR,USD,2025-12-19,call
2668,NVDA251219C00046500,2024-11-05 17:07:45+00:00,46.5,97.17,99.15,99.8,0.0,0.0,20.0,2320.0,1.0543260174560547,True,REGULAR,USD,2025-12-19,call
2669,NVDA251219C00047000,2024-12-23 19:22:00+00:00,47.0,96.15,96.25,97.1,0.0,0.0,10.0,3126.0,0.8909923010253906,True,REGULAR,USD,2025-12-19,call
2670,NVDA251219C00047500,2024-12-19 20:53:21+00:00,47.5,86.43,95.85,96.35,0.0,0.0,70.0,2782.0,0.8776867700195312,True,REGULAR,USD,2025-12-19,call
2671,NVDA251219C00048000,2024-12-20 20:16:03+00:00,48.0,89.6,95.35,95.75,0.0,0.0,451.0,7674.0,0.8663343444824219,True,REGULAR,USD,2025-12-19,call
2672,NVDA251219C00048500,2024-12-12 16:01:02+00:00,48.5,92.28,94.85,95.3,0.0,0.0,15.0,1823.0,0.8605970971679688,True,REGULAR,USD,2025-12-19,call
2673,NVDA251219C00049000,2024-12-17 20:33:07+00:00,49.0,84.0,94.45,95.05,0.0,0.0,1.0,2768.0,0.8656019299316406,True,REGULAR,USD,2025-12-19,call
2674,NVDA251219C00049500,2024-12-10 20:32:21+00:00,49.5,88.92,93.75,94.4,0.0,0.0,38.0,3307.0,0.8457046679687499,True,REGULAR,USD,2025-12-19,call
2675,NVDA251219C00050000,2024-12-24 17:29:58+00:00,50.0,94.61,93.55,93.95,0.0,0.0,2.0,7743.0,0.850587431640625,True,REGULAR,USD,2025-12-19,call
2676,NVDA251219C00050500,2024-12-26 15:20:40+00:00,50.5,91.23,93.1,93.45,6.2800064,7.3925915,1.0,1853.0,0.8450943225097656,True,REGULAR,USD,2025-12-19,call
2677,NVDA251219C00051000,2024-11-19 19:21:11+00:00,51.0,99.0,86.0,89.7,0.0,0.0,10.0,6193.0,0.5424850439453126,True,REGULAR,USD,2025-12-19,call
2678,NVDA251219C00051500,2024-11-01 16:54:20+00:00,51.5,89.0,97.0,99.15,0.0,0.0,1.0,1776.0,1.1606487280273439,True,REGULAR,USD,2025-12-19,call
2679,NVDA251219C00052000,2024-12-17 19:38:37+00:00,52.0,81.8,91.7,92.2,0.0,0.0,1.0,5520.0,0.8352067260742186,True,REGULAR,USD,2025-12-19,call
2680,NVDA251219C00052500,2024-12-24 17:29:58+00:00,52.5,92.29,91.2,91.65,0.0,0.0,1.0,1544.0,0.8264177514648436,True,REGULAR,USD,2025-12-19,call
2681,NVDA251219C00053000,2024-12-12 17:35:23+00:00,53.0,88.1,90.7,91.4,0.0,0.0,3.0,3772.0,0.8273943041992187,True,REGULAR,USD,2025-12-19,call
2682,NVDA251219C00053500,2024-11-19 20:37:06+00:00,53.5,97.78,83.85,86.4,0.0,0.0,1.0,5615.0,1.0000000000000003e-05,True,REGULAR,USD,2025-12-19,call
2683,NVDA251219C00054000,2024-12-23 20:11:57+00:00,54.0,89.03,89.85,90.3,0.0,0.0,2.0,2100.0,0.8150653259277343,True,REGULAR,USD,2025-12-19,call
2684,NVDA251219C00054500,2024-12-24 17:34:30+00:00,54.5,90.2,89.4,89.9,0.0,0.0,1.0,496.0,0.8128680822753906,True,REGULAR,USD,2025-12-19,call
2685,NVDA251219C00055000,2024-12-26 19:25:10+00:00,55.0,89.08,88.95,89.5,-1.3099976,-1.4492726,87.0,4439.0,0.8106708386230468,True,REGULAR,USD,2025-12-19,call
2686,NVDA251219C00055500,2024-12-23 17:36:12+00:00,55.5,86.88,88.55,88.95,0.0,0.0,1.0,571.0,0.8052997985839843,True,REGULAR,USD,2025-12-19,call
2687,NVDA251219C00056000,2024-12-26 17:00:13+00:00,56.0,88.0,88.05,88.45,7.5599976,9.398306,5.0,796.0,0.7985859985351562,True,REGULAR,USD,2025-12-19,call
2688,NVDA251219C00056500,2024-09-11 14:45:49+00:00,56.5,58.5,82.65,85.25,0.0,0.0,2.0,2572.0,0.6141396008300781,True,REGULAR,USD,2025-12-19,call
2689,NVDA251219C00057000,2024-12-26 18:40:01+00:00,57.0,87.4,87.05,87.6,7.5999985,9.523808,40.0,10301.0,0.7896749548339843,True,REGULAR,USD,2025-12-19,call
2690,NVDA251219C00057500,2024-12-12 20:28:10+00:00,57.5,84.35,86.8,87.15,0.0,0.0,2.0,2565.0,0.7918721984863282,True,REGULAR,USD,2025-12-19,call
2691,NVDA251219C00058000,2024-12-06 17:20:40+00:00,58.0,89.16,86.3,86.65,0.0,0.0,4.0,1995.0,0.7852804675292968,True,REGULAR,USD,2025-12-19,call
2692,NVDA251219C00058500,2024-08-02 19:08:14+00:00,58.5,56.1,61.3,68.65,0.0,0.0,10.0,2969.0,1.0000000000000003e-05,True,REGULAR,USD,2025-12-19,call
2693,NVDA251219C00059000,2024-12-17 15:14:06+00:00,59.0,73.95,85.4,85.8,0.0,0.0,1.0,2156.0,0.77929908203125,True,REGULAR,USD,2025-12-19,call
2694,NVDA251219C00059500,2024-11-26 18:34:24+00:00,59.5,82.07,84.95,85.3,0.0,0.0,10.0,667.0,0.7741721801757813,True,REGULAR,USD,2025-12-19,call
2695,NVDA251219C00060000,2024-12-23 17:50:00+00:00,60.0,83.31,84.3,84.9,0.0,0.0,10.0,8813.0,0.7663597583007813,True,REGULAR,USD,2025-12-19,call
2696,NVDA251219C00060500,2024-09-19 14:06:14+00:00,60.5,64.35,82.3,83.4,0.0,0.0,1.0,1026.0,0.6873810559082032,True,REGULAR,USD,2025-12-19,call
2697,NVDA251219C00061000,2024-12-12 19:11:07+00:00,61.0,81.88,83.6,84.05,0.0,0.0,5.0,2362.0,0.7658714819335939,True,REGULAR,USD,2025-12-19,call
2698,NVDA251219C00061500,2024-12-19 19:31:34+00:00,61.5,75.71,83.15,83.6,0.0,0.0,5.0,1161.0,0.7622094091796876,True,REGULAR,USD,2025-12-19,call
2699,NVDA251219C00062000,2024-11-22 15:14:57+00:00,62.0,86.01,81.9,83.4,0.0,0.0,20.0,840.0,0.7440211145019531,True,REGULAR,USD,2025-12-19,call
2700,NVDA251219C00062500,2024-11-21 14:52:44+00:00,62.5,89.45,75.85,84.35,0.0,0.0,50.0,1880.0,0.6167030517578126,True,REGULAR,USD,2025-12-19,call
2701,NVDA251219C00063000,2024-12-09 15:34:30+00:00,63.0,80.41,81.8,82.25,0.0,0.0,2.0,770.0,0.7513452600097656,True,REGULAR,USD,2025-12-19,call
2702,NVDA251219C00063500,2024-05-28 19:11:22+00:00,63.5,58.82,66.15,70.5,0.0,0.0,,810.0,1.0000000000000003e-05,True,REGULAR,USD,2025-12-19,call
2703,NVDA251219C00064000,2024-12-17 20:59:39+00:00,64.0,72.0,80.85,81.3,0.0,0.0,40.0,2920.0,0.7415797326660156,True,REGULAR,USD,2025-12-19,call
2704,NVDA251219C00064500,2024-12-11 20:06:10+00:00,64.5,80.3,80.5,81.1,0.0,0.0,1.0,1260.0,0.7465845654296875,True,REGULAR,USD,2025-12-19,call
2705,NVDA251219C00065000,2024-12-23 18:44:35+00:00,65.0,79.5,79.95,80.75,0.0,0.0,10.0,3878.0,0.7429224926757811,True,REGULAR,USD,2025-12-19,call
2706,NVDA251219C00065500,2024-09-17 16:53:22+00:00,65.5,58.7,77.05,78.85,0.0,0.0,4.0,415.0,0.637576866455078,True,REGULAR,USD,2025-12-19,call
2707,NVDA251219C00066000,2024-12-19 19:32:42+00:00,66.0,71.92,79.2,79.85,0.0,0.0,10.0,1166.0,0.7392604199218749,True,REGULAR,USD,2025-12-19,call
2708,NVDA251219C00066500,2024-12-17 15:00:58+00:00,66.5,78.91,78.75,79.15,11.860001,17.688292,2.0,523.0,0.729616961669922,True,REGULAR,USD,2025-12-19,call
2709,NVDA251219C00067000,2024-12-16 15:30:56+00:00,67.0,71.11,78.3,78.85,0.0,0.0,5.0,483.0,0.7295559271240235,True,REGULAR,USD,2025-12-19,call
2710,NVDA251219C00067500,2024-12-26 19:13:19+00:00,67.5,78.1,77.7,78.25,5.619995,7.753856,1.0,533.0,0.7189359161376954,True,REGULAR,USD,2025-12-19,call
2711,NVDA251219C00068000,2024-12-23 18:00:30+00:00,68.0,76.1,77.45,77.8,0.0,0.0,1.0,9874.0,0.7199735034179688,True,REGULAR,USD,2025-12-19,call
2712,NVDA251219C00068500,2024-12-09 14:54:45+00:00,68.5,77.0,77.0,77.35,0.0,0.0,4.0,420.0,0.7164334997558592,True,REGULAR,USD,2025-12-19,call
2713,NVDA251219C00069000,2024-12-11 15:39:59+00:00,69.0,73.6,76.5,76.85,0.0,0.0,1.0,1337.0,0.7105741833496093,True,REGULAR,USD,2025-12-19,call
2714,NVDA251219C00069500,2024-12-17 14:58:59+00:00,69.5,64.93,76.15,76.45,0.0,0.0,2.0,2161.0,0.7103910797119142,True,REGULAR,USD,2025-12-19,call
2715,NVDA251219C00070000,2024-12-24 16:52:35+00:00,70.0,76.75,75.55,76.05,0.0,0.0,2.0,7679.0,0.7045927978515626,True,REGULAR,USD,2025-12-19,call
2716,NVDA251219C00070500,2024-12-06 18:31:46+00:00,70.5,77.9,75.2,75.6,0.0,0.0,4.0,1041.0,0.703250037841797,True,REGULAR,USD,2025-12-19,call
2717,NVDA251219C00071000,2024-11-18 20:51:00+00:00,71.0,76.65,68.55,71.2,0.0,0.0,1.0,1356.0,0.5083056982421875,True,REGULAR,USD,2025-12-19,call
2718,NVDA251219C00072000,2024-12-17 15:06:06+00:00,72.0,62.26,73.9,74.35,0.0,0.0,70.0,1288.0,0.6958038232421876,True,REGULAR,USD,2025-12-19,call
2719,NVDA251219C00073000,2024-12-12 19:11:07+00:00,73.0,71.58,73.1,73.45,0.0,0.0,5.0,4209.0,0.6907989904785157,True,REGULAR,USD,2025-12-19,call
2720,NVDA251219C00074000,2024-12-20 17:44:53+00:00,74.0,68.08,72.3,72.6,0.0,0.0,5.0,1317.0,0.6867707104492189,True,REGULAR,USD,2025-12-19,call
2721,NVDA251219C00075000,2024-12-26 17:11:22+00:00,75.0,71.85,71.4,71.75,-0.9000015,-1.2371155,2.0,3437.0,0.6806062213134767,True,REGULAR,USD,2025-12-19,call
